الجهة,اسم المنافسة,تاريخ الترسية,قيمة المنافسة
أمانة منطقة القصيم,تأمين وتوريد عدد وأدوات زراعية لبلدية محافظة عنيزة,2020-08-11,752212.13
وزارة البيئة والمياه والزراعة,عملية معالجة الطفح لمياه الصرف الصحي بأحياء متفرقة بمحايل عسير - المرحلة الأولى,2020-12-14,1827000.0
أمانة منطقة القصيم,تأمين وتوريد اشجار وشجيرات لبلدية محافظة عنيزة,2020-08-11,268220.0
وزارة البيئة والمياه والزراعة,تشغيل وصيانة مختبر مياه حائل المركزي ,2021-08-16,8393348.25
أمانة العاصمة المقدسة,تأهيل وإصلاح المرافق الإنشائية وعناصرها وتجهيزاتها الإلكتروميكانيكية وأنظمة السلامة المدنية وأجهزة المراقبة للأنفاق المستلمة من مقاول وزارة المالية المجموعة الرابعة  (نفق الكدوة كدي وكدى المصافي وبعض أنفاق الملك عبدالعزيز مشاة وموقف الصفا بنفق المرور بالسوق الصغير)   ,2021-09-30,19906089.0
أمانة العاصمة المقدسة,تأهيل وإصلاح المرافق الإنشائية وعناصرها وتجهيزاتها الإلكتروميكانيكية وأنظمة السلامة المدنية وأجهزة المراقبة للأنفاق المستلمة من مقاول وزارة المالية المجموعة الأولى (أنفاق باب الملك)   ,2021-09-30,17835877.5
وزارة الشئون البلدية والقروية والأسكان,تعبئة اسطوانات اطفاء الحريق الخاصه بنظام الهالون في مبني الوزارة بالعليا,2021-08-26,1031184.0
أمانة العاصمة المقدسة,تأهيل وإصلاح المرافق الإنشائية وعناصرها وتجهيزاتها الإلكتروميكانيكية وأنظمة السلامة المدنية وأجهزة المراقبة للأنفاق المستلمة من مقاول وزارة المالية المجموعة الثالثة  (أنفاق الملك عبد العزيز مشاة)   ,2021-09-30,17878119.0
المديرية العامة للشؤن الصحية بالقصيم - المديرية العامة للشؤن الصحية بالقصيم,احتياج مستشفى القوارة من الأجهزة والمعدات والمستلزمات الطبية,2020-08-31,449319.1
المديرية العامة للشؤن الصحية بالقصيم - المديرية العامة للشؤن الصحية بالقصيم,احتياج مركز الأمير سلطان لطب وجراحة القلب من الأجهزة والمعدات الطبية,2020-09-22,2227983.53
وكالة شؤون البلديات التابعة لأمانة المنطقة الشرقية,صيانة الحاسب الآلي لبلدية محافظة الجبيل,2021-03-01,1356135.77
المديرية العامة للشؤن الصحية بالقصيم - المديرية العامة للشؤن الصحية بالقصيم,احتياج مركز الأمير سلطان لطب وجراحة القلب من اللوازم الطبية,2020-08-31,611528.0
هيئة الزكاة والدخل,تحسين النظام الالكتروني للمنازعات الضريبية,2020-07-07,997500.0
الهيئة العامة للطيران المدني,منافسة مشروع تجديد اتفاقية رخص مايكروسوفت وخدمات الدعم الفني ,2022-01-06,50807096.17
أمانة محافظة جدة,الصيانة والسفلتة الوقائية لشوارع شمال محافظة جدة (بلدية الصفا -بلدية المطار),2021-09-27,11149701.47
الجامعة السعودية الالكترونية,منافسة  تقديم برنامج تدريس اللغة الانجليزية  لطلبة  الجامعة السعودية الالكترونية  لمدة ثلاث سنوات اكاديمية,2021-06-02,10567350.0
أمانة محافظة جدة,الصيانة والسفلتة الوقائية لشوارع شمال محافظة جدة (بلدية ثول -بلدية ذهبان),2022-03-13,9804037.5
هيئة الزكاة والدخل,"EDR, APT & SANDBOXING مشروع",2020-08-23,4672500.0
جامعة الملك عبدالعزيز,تجهيز استراحات للطالبات بفرع جامعة الملك عبدالعزيز برابغ,2021-08-25,342793.5
مستشفى الملك فيصل التخصصي ومركز الأبحاث, تجديد عقد صيانة حلول لأجهزة أسكوم لمستشفى الملك فيصل التخصصي ومركز الابحاث في الرياض,2021-08-18,472500.0
جامعة الأمير سطام بن عبدالعزيز,مشروع نقل طالبات الجامعة بالخرج وجميع المحافظات والمراكز التابعة لها,2020-11-10,44941982.09
مستشفى الملك فيصل التخصصي ومركز الأبحاث,تقديم خدمات الحراسات الأمنية  PROVISION OF THE SECURITY GAURDS SERVICES,2021-02-08,16490811.0
أمانة العاصمة المقدسة,تأهيل وإصلاح المرافق الإنشائية وعناصرها وتجهيزاتها الإلكتروميكانيكية وأنظمة السلامة المدنية وأجهزة المراقبة للأنفاق المستلمة من مقاول وزارة المالية المجموعة الثانية (أنفاق الدائري الثاني)   ,2021-09-30,17862453.0
المديرية العامة للشؤون الصحية بمنطقة جازان,توريد مياه لزوم المرافق الصحية م الطوال م العارضة القديم م صبيا م أبوعريش م فيفا العام,2022-04-14,1364454.0
أمانة محافظة الطائف,تأمين استئجار سيارات ,2023-06-18,531090.0
جامعة الجوف,توريد وثائق التخرج والسجلات الاكاديمية لجامعة الجوف ,2020-12-02,248587.5
أمانة منطقة القصيم,توريد وتنفيذ دهانات الطرق البلاستيكية الحرارية لبلدية محافظة عقلة الصقور ,2020-07-29,328000.0
أمانة محافظة جدة,الصيانة والسفلتة الوقائية لشوارع شمال محافظة جدة (بلدية أبحر الشمالية وبلدية أبحر الجنوبية),2022-03-13,9798805.0
أمانة محافظة جدة,الصيانة والسفلتة الوقائية لشوارع جنوب محافظة جدة (بلدية ام السلم -  بلدية أبرق الرغامة),2021-09-27,11058745.0
أمانة محافظة جدة,الصيانة والسفلتة الوقائية لشوارع جنوب محافظة جدة (بلدية الجنوب -  بلدية المليساء),2022-03-13,9769537.5
هيئة الزكاة والدخل, مشروع ترقية نظام مراقبة التطبيقات,2020-08-23,2506563.55
أمانة محافظة جدة,الصيانة والسفلتة الوقائية لشوارع جنوب محافظة جدة (بلدية الشرفية -  بلدية الجامعة),2021-09-27,10672575.0
جامعة الملك عبدالعزيز,تأمين كبائن حفظ المواد الكيميائية وأذرع الشفط خاصة بالمعامل ومختبرات الكليات العلمية,2021-08-02,1505750.0
أمانة منطقة القصيم,توريد وتأمين اسمدة ومبيدات زراعية (لبلدية محافظة عنيزة),2020-07-29,490770.0
أمانة منطقة تبوك,استئجار السيارات,2020-09-13,132993.0
أمانة منطقة القصيم,توريد وتأمين ليات زراعية وادوات سباكة ( لبلدية محافظة عنيزة),2020-07-15,832710.9
جامعة حفر الباطن,توريد أجهزة لاسلكي (ضغط وتحدث) لإدارة العامة للسلامة والأمن الجامعي,2021-11-09,415800.0
وزارة البيئة والمياه والزراعة,عملية معالجة الطفح لمياه الصرف الصحي بأحياء جوحان والهيام ووسط مدينة أبها-المرحلة الأولى,2020-10-25,2147775.0
المؤسسة العامة لتحلية المياه المالحة,عمل الحماية المهبطية لخزاني المياه المنتجة 1 و 2 في محطة الخفجي مع إعادة تصميم الحماية المهبطية الداخلية لخزان المياه المنتجة 2 من نوع الأنود الشبكي إلى نوع الأنود المعلق بمحطة تحلية الخفجي,2022-03-06,723000.0
جامعة الملك عبدالعزيز,تشغيل وصيانة الأجهزة العلمية والمعامل والمختبرات والورش والفصول الذكية والنقل التلفزيوني,2021-07-28,4061754.0
جامعة الملك فهد للبترول والمعادن,توريد الأجهزة الخاصة بالشبكة للمباني الأكاديمية,2020-09-02,266217.0
أمانة منطقة القصيم,نظافه محافظه البكيريه ,2022-09-19,13877767.41
أمانة منطقة القصيم,توريد دهانات متنوعه بلدية محافظة الرس,2020-09-27,123375.0
مستشفى الملك فيصل التخصصي ومركز الأبحاث,تقدیم خدمة استشاریة للحصول على شھادة 2019 :22301 ISO,2021-01-21,79695.0
المؤسسة العامة لتحلية المياه المالحة,مشروع توريد وتركيب كاميرات حرارية في الساحلين الشرقي والغربي والمركز الرئيسي بالرياض	,2021-11-11,340000.0
جامعة الأميرة نورة بنت عبدالرحمن,تأمين كواشف طبية لقسم علم الامراض والمختبرات الطبية,2020-10-08,2132064.0
المركز السعودى لكفاءة الطاقة,إنشاء نظام إدارة التدريب,2020-10-27,304500.0
بنك التنمية الاجتماعية,صيانة وتشغيل البوابات والقنوات الرقمية,2020-10-06,4984350.0
أمانة منطقة القصيم,تأمين مبيدات افات الصحة العامة لإدارة الوقاية الصحية ,2020-10-15,1658265.0
هيئة الزكاة والدخل,نظام مرحب,2020-09-01,1897401.0
المديرية العامة للشؤون الصحية بمنطقة جازان,منافسة تأمين احتياجات تجهيز معمل الجزيئيات الحيوية بالمختبر الإقليمي,2021-10-05,1173480.0
أمانة منطقة القصيم,مباني ومرافق عامة بالدليمية,2021-07-14,740220.0
جامعة طيبة,تأمين احتياجات كلية طب الأسنان من الأدوات والمواد الكيميائية للعام الجامعي 1441 / 1442 هـ,2021-04-25,1580983.9
بلدية محافظة الجموم,صيانة طريق وادي ضرعاء بمحافظة الجموم,2020-09-10,271944.75
جامعة تبوك,تأمين وسائل السلامة الخاصة بنظام الإنذار ونظام إطفاء الحريق,2020-06-15,962254.65
وزارة البيئة والمياه والزراعة,دراسات بناء وتعزيز القدرات الوطنية لامتهان حرفة الزراعة,2021-06-03,21225550.0
إدارة التعليم بمحافظة القنفذة,صيانة العشب الطبيعي للملاعب المجمّعة,2020-09-07,27429.5
أمانة محافظة الأحساء,مشروع إنشاء وتنفيذ شبكة تصريف مياه الامطار لمعالجة التجمعات بمناطق متفرقة بالعمران,2021-10-31,1521935.65
الهيئة العامة للغذاء والدواء,التأمين الطبي لمنسوبي الهيئة العامة للغذاء والدواء,2020-12-27,78034582.85
وزارة الموارد البشرية و التنمية الاجتماعية,مشروع تطوير نموذج الحوكمة والمخاطر والإلتزام,2022-01-04,3421250.0
مدينة الملك سعود الطبية,التدعيم الإنشائي للبوابة الرئيسية لمدينة الملك سعود الطبية,2020-06-23,776370.0
إدارة التعليم بمحافظة بيشة,تأمين وتوريد قطع غيار السيارات التابعه لادارة التعليم بمحافظة بيشه,2020-09-21,181156.71
مدينة الملك سعود الطبية,مشروع إنشاء الممر الخارجي العلوي الرابط بين مستشفى الأطفل القديم والبرج الطبي الثاني,2020-07-09,505951.95
بلدية الربوعة,سفلته وأرصفة وإنارة وحماية الطرق من الانهيارات,2020-08-20,997536.75
الهيئة العامة للغذاء والدواء, توريد وسائل سلامة للمفتشين,2021-04-28,403898.25
المديرية العامة للشؤون الصحية بمنطقة جازان,مشروع إحلال وتطوير نظام الشيلرات ( التكييف ) بمستشفى فرسان العام,2021-10-05,1374607.5
جامعة تبوك,توريد قطع غيار لآلات التصوير بجامعة تبوك,2020-06-15,622506.15
وكالة شؤون البلديات التابعة لأمانة المنطقة الشرقية,توفير السيارات لبلدية عريعرة التابعة لوكالة شئون البلديات بأمانة المنطقة الشرقية بنظام التأجير,2021-06-24,563040.0
إدارة التعليم بمحافظة عنيزة,استكمال إنشاء مشروع مدرس صغير بحي الريان بمحافظة عنيزة,2020-09-25,789418.0
هيئة حي السفارات,تجديد رخص مايكروسوف وتوريد الملحقات التقنية للاتصال عن بعد بالهيئة ,2020-08-18,168577.5
أمانة منطقة القصيم,مشروع تأمين محروقات لوسائط النقل (زيوت وشحوم ) لبلدية محافظة عنيزة,2020-06-29,1496060.0
هيئة حي السفارات,تجديد رخص خدمات برنامج المراسلات والدعم الفني لها,2020-08-18,232848.0
أمانة منطقة القصيم,عقد نظافة مدينة بريدة منطقة رقم 3,2022-09-18,71707800.0
جامعة الملك خالد,تجهيز وتأثيث المكتبات الثلاث بطريق الملك عبدالله والعلوم الطبية التطبيقية بمحايل,2021-08-12,1825887.0
وزارة البيئة والمياه والزراعة,تشغيل وصيانة شبكات المياه والصرف الصحي ومحطة المعالجة ومحطات الرفع بالبكيرية,2021-08-17,24861898.95
المديرية العامة للشؤن الصحية بالقصيم - المديرية العامة للشؤن الصحية بالقصيم,تطوير قسم الطوارئ بمستشفى رياض الخبراء العام,2020-10-13,1284094.5
جامعة حفر الباطن,توريد وتركيب وتشغيل جهاز الموزع الرئيسي,2021-11-21,1482202.14
جامعة حفر الباطن,توريد وتركيب وتشغيل أجهزة تخزين وخوادم وشبكات لمركز البيانات,2021-11-21,3290691.66
هيئة الزكاة والدخل,توريد أجهزة خوادم ووحدات تخزين وتراخيص لأنظمة المعلومات,2020-08-31,8062553.1
المديرية العامة للشؤون الصحية بمنطقة عسير,مشروع أعمال إنشائية بقسم المختبر والسجلات الطبية لمبنى الطوارئ بمستشفى أبها للوالادة والاطفال ,2021-11-14,1155551.0
أمانة المنطقة الشرقية,مشروع الاتمتة والاستجابة للأمن السيبرانى بأمانة المنطقة الشرقية ,2021-07-27,3252766.95
أمانة المنطقة الشرقية,مشروع تزويد خدمات تطبيق وتفعيل ادارة المخاطر واختبار الثغرات ,2021-07-27,3400284.47
وزارة الاقتصاد والتخطيط  -  الديوان العام,تجديد رخص منتجات مايكروسوفت لوزارة الاقتصاد والتخطيط,2021-05-06,8067238.21
وزارة الموارد البشرية و التنمية الاجتماعية,أعمال الحراسات الأمنية المدنية لمكاتب العمل بوزارة الموارد البشرية والتنمية الاجتماعية ,2021-10-08,16148534.6
بلدية الربوعة,التخلص وتسوير مرمى النفايات وردم المستنقعات م1,2020-08-25,994959.0
جامعة نجران,توريد خوادم وأجهزة تخزين أنظمة الجامعة,2020-11-23,6251400.0
أمانة منطقة القصيم,توريد أعمدة إنارة ديكورية مع فوانيس LED ,2020-12-29,529000.0
بلدية الربوعة,إزالة الصخور وحماية الطرق من الانهيارات الجبلية م1,2020-08-20,1136320.5
أمانة محافظة جدة,صيانة مزلقانات وعبارات وجدران استنادية بأضم,2020-11-25,4189500.0
أمانة محافظة جدة,صيانة مسلخ بلدية أضم,2020-10-13,453847.8
المركز السعودى لكفاءة الطاقة,أعمال الأمن السيبراني والخدمات المدارة,2020-08-13,997500.0
أمانة محافظة جدة,صيانة أرصفة بأضم,2020-10-13,2100000.0
جامعة الملك سعود,مشروع تجديد رخص نظام فحص وإغلاق ثغرات الخوادم ,2021-04-11,262447.5
جامعة الباحة,صيانة الأجهزة والآلات المكتبية وأجهزة العرض في جامعة الباحة  لمدة 36 شهرا,2020-09-20,1916880.0
جامعة الملك سعود,نقل طالبات جامعة الملك سعود,2020-10-06,21465675.0
جامعة القصيم,منافسة الحراسات الأمنية في مرافق المدينة الطبية بجامعة القصيم,2021-12-29,14472060.0
أمانة منطقة القصيم,تأمين مواد ومعدات وصيانة الشوارع والارصفة والانارة (شوارع فقط) لبلدية محافظة عنيزة,2020-08-11,5823405.0
المديرية العامة للشؤون الصحية بمنطقة جازان,مشروع تطوير الموقع العام بمستشفى فرسان العام,2021-09-26,1689135.0
هيئة الزكاة والدخل,تطبيق نتائج مشاريع حوكمة البيانات,2020-08-23,2090543.35
إدارة التعليم بمحافظة القريات,استكمال مشروع انشاء مدرسة الابتدائية الاولى لتحفيظ القرآن الكريم,2021-05-20,3405000.0
امانة محافظة حفر الباطن,ازاله وكشط طبقه الاسفلت واعادة السفلته طريق الثلاثين (القاعده العسكريه ),2020-07-20,288000.0
إدارة التعليم بمحافظة حفر الباطن,توريد وتأمين قطع غيار لسيارات الادارة,2020-08-27,112669.93
الشئون الصحية بمنطقة نجران,منافسة الصيانة والتشغيل غير الطبي لمواقع (م. ثار العام - م. خباش العام - المراكز الصحية) بصحة منطقة نجران ,2022-08-30,210606796.38
أمانة منطقة الباحة,توريد نجيل طبيعي للحدائق والمنتزهات والشوارع الرئيسية التابعة للامانة - امانة منطقة الباحة ,2021-10-28,319000.0
المديرية العامة للشؤون الصحية بالمنطقة الشرقية,تأمين الكساوي والتجهيزات الغير طبية لمجمع إرادة للصحة النفسية بالدمام,2021-12-30,145877.5
جامعة حفر الباطن,مشروع تطوير وتشغيل البوابة الإلكترونية لجامعة حفر الباطن,2021-11-21,1213909.0
وزارة البيئة والمياه والزراعة,تأمين مشخصات ومستلزمات ومواد مخبرية لعزل وتصنيف المسببات المرضية,2021-01-28,975082.8
أمانة محافظة جدة,صيانة حدائق ومتنزهات بأضم,2020-10-09,2801000.0
أمانة محافظة جدة,انشاء حدائق في أضم (ملاعب),2020-10-09,1188012.0
وزارة المالية  -  الديوان العام,تنفيذ الأعمال المتبقية لمشروع ترميم مبنى مركز الخدمة الشاملة,2020-09-16,5076347.36
أمانة منطقة القصيم,تامين مواد ومعدات وصيانة الشوارع والارصفة والانارة (انارة فقط) لبلدية محافظة عنيزة,2020-08-27,4014627.0
أمانة منطقة القصيم, تامين مواد ومعدات وصيانة الشوارع والارصفة والانارة (ارصفة فقط) لبلدية محافظة عنيزة,2020-08-27,6263475.0
مدينة الملك سعود الطبية,مشروع تنفيذ متطلبات تشغيل مبنى توسعة الإساف والطوارئ,2020-07-18,1093824.25
وزارة البيئة والمياه والزراعة,تأمين وتوريد عدد(50) قارب صيد لمناطق المملكة الساحلية المرحلة الثانية,2020-12-31,11917500.0
إدارة التعليم بمحافظة عنيزة,صيانة المصاعد وتشغيل المصاعد لبعض المدارس بتعليم محافظة عنيزة ,2021-09-09,694575.0
جامعة الأمير سطام بن عبدالعزيز,تشغيل وصيانة خدمات الأنظمة الأكاديمية,2020-10-13,4612696.0
أمانة محافظة الأحساء,مشروع تشغيل وصيانة مردم النفايات البيئى بالأحساء,2021-12-17,8999999.54
بلدية بحرأبو سكينة,صيانة بلاط وارصفة بحر ابو سكينة ,2021-09-22,186060.0
بلدية بحرأبو سكينة,صيانة حدائق بحر ابو سكينة ,2021-09-22,414750.0
المؤسسة العامة لتحلية المياه المالحة,إعادة تأهيل انظمة التكييف لجميع محطات الضخ أ,2022-08-20,19792437.75
معهد الادارة العامة,منافسة اعادة تعبئة طفايات الحريق بمباني معهد الادارة العامة,2020-10-04,182303.1
جامعة القصيم,مشروع تشغيل وصيانة محطة الأبحاث والتجارب الزراعية,2020-11-18,1244102.0
جامعة القصيم,منافسة اللوحات التعريفية الداخلية والخارجية لكليات الجامعة وقطاعاتها,2020-11-18,4998677.25
أمانة منطقة عسير,تطوير وتنمية الاستثمارات بالأمانة,2021-09-13,9380700.0
الهيئة العامة للجمارك,عملية تجديد خدمات لينكد-ان,2021-07-01,484589.81
إدارة التعليم بمحافظة بيشة,تأمين ادوات وتحاليل ومستلزمات طبيه واسعافيه ,2020-10-25,53820.0
هيئة الرقابة النووية و الإشعاعية,تقديم خدمات التأمين الطبي لمنسوبي هيئة الرقابة النووية والاشعاعية عام 2020/2021م,2020-06-23,9092272.35
هيئة الزكاة والدخل, مشروع مراقبة أجهزة البنية التحتية (مركز البيانات),2020-08-23,777000.0
إدارة التعليم بمحافظة القريات,استكمال مشروع انشاء مدرسة الابتدائية السادسة عشر,2021-02-03,5200000.0
إدارة التعليم بمحافظة القريات,استكمال مشروع انشاء مدرسة الثانوية الثامنة والمتوسطة الخامسة,2021-06-21,8000000.0
إدارة التعليم بمحافظة القريات,استكمال مشروع انشاء مدرسة الابتدائية التاسعة والعشرون,2021-02-08,4000000.0
إدارة التعليم بمحافظة القريات,استكمال مشروع انشاء ابتدائية عمر بن الخطاب,2021-09-01,10550000.0
هيئة المساحة الجيولوجية السعودية,توريد مستلزمات و معدات الشبكة و تجديد رخص موزعات الشبكة والخوادم,2020-10-08,278985.0
مستشفى الملك فيصل التخصصي ومركز الأبحاث,تجديد تراخيص كوفيرليف بمستشفى الملك فيصل التخصصي ومركز الأبحاث  Renewal of Cloverleaf Licensing and Support services for period from January 2020 to December 2022,2020-11-10,799837.42
هيئة المساحة الجيولوجية السعودية,صيانة و توريد انظمة الحماية و التحكم بالحسابات لصالح هيئة المساحة الجيولوجية,2020-08-24,3985112.25
الهيئة العامة للمنشآت الصغيرة والمتوسطة,خدمات وكالة ابداعية ,2020-07-15,2797200.0
الشئون الصحية بمنطقة نجران,الصيانة والنظافة والتشغيل غير الطبي لمواقع (مستشفى الملك خالد- ومركز الامير سلطان- ومستشفى شرورة العام) بصحة منطقة نجران,2023-03-27,274613215.7
بنك التنمية الاجتماعية, تنفيذ وتشغيل مشروع تسجيل  وحفظ مكالمات المحصلين بالمركز الرئيسي والفروع,2020-10-06,524062.35
المديرية العامة للشؤون الصحية بمنطقة عسير,تأمين مستلزمات إصابات العمود الفقري ,2021-10-04,702040.0
وزاة التجارة,صيانة المركبات التابعة لوزارة التجارة,2021-07-28,88845.75
بلدية محافظة الجموم,عملية صيانة وتأهيل مسارات لذوي الاحتياجات الخاصة من مكفوفين وقصور حركي بمحافظة ,2020-10-02,213255.0
هيئة الزكاة والدخل,مشروع تطوير وبناء لوحات ذكاء الأعمال Dashboards,2020-07-07,1937250.0
وزارة البيئة والمياه والزراعة,مشروع توصيل المياه من محطة المعالجة الى منتزه حائل البري (المرحلة الاولى ),2021-08-17,12540218.25
أمانة منطقة القصيم,مــشـــروع صيانة إنارة طرق وأحياء شمال مــديـنـــة بـــريــــــدة,2021-08-25,16999979.0
مدينة الملك سعود الطبية,مشروع نظام الإملاء الرقمي,2020-07-05,1715191.8
وكالة شؤون البلديات التابعة لأمانة المنطقة الشرقية,توفير سيارات لبلدية جوف بني هاجر بنظام التاجير ,2020-11-12,1099927.5
بلدية محافظة الجموم,صيانة مظلات مواقف السيارات ببلدية محافظة الجموم,2020-10-02,275625.0
هيئة الهلال الأحمر السعودي,تأثيث الدور الرابع والخامس بالمركز الرئيسي ,2020-10-22,1612732.8
مدينة الملك سعود الطبية,مشروع تأهيل قسم العقم في الدور الثاني بالبرج الطبي الثاني,2020-07-18,5582978.65
المديرية العامة للشؤن الصحية بالقصيم - المديرية العامة للشؤن الصحية بالقصيم,تامين محاليل طبية ومخبرية لمركز الأمير فيصل بن بندر للأورام,2020-07-12,1931650.0
المديرية العامة للشؤن الصحية بالقصيم - المديرية العامة للشؤن الصحية بالقصيم,تامين ادوية لمركز الأمير فيصل بن بندر للاورام,2020-07-12,143600.0
هيئة الهلال الأحمر السعودي,تأمين وتركيب متطلبات مشروع شبكة بفرع الهيئة بمنطقة عسير,2020-08-24,136416.0
جامعة حفر الباطن,تجديد تراخيص الدعم الفني لأجهزة مركز البيانات لادارة تقنية المعلومات,2021-11-21,376606.12
جامعة حفر الباطن, توريد أحبار لادارة تقنية المعلومات والشبكات,2021-11-21,234150.0
جامعة حفر الباطن,توريد اجهزة حاسب الي وطابعات وماسحات ضوئية لادارة تقنية المعلومات,2021-11-21,1874411.7
جامعة حفر الباطن,إعادة تاهيل مباني الحرم الجامعي ,2021-11-21,1399500.0
جامعة تبوك,تأمين الاحتياجات العاجلة من المستلزمات والأجهزة الطبية ,2020-07-07,751928.38
وزارة البيئة والمياه والزراعة,الحملة الإعلانية لتطبيق مرشدك الزراعي,2020-09-30,525000.0
الهيئة العامة للإعلام المرئي والمسموع,تأجير وتشغيل غرفة مراجعة المحتوى السينمائي,2020-08-20,2043741.0
الشئون الصحية بمنطقة مكة المكرمة,استحداث  مواقف سيارات بمستشفى الملك عبد العزيز بصحة مكة المكرمة لعام 1441هـ ,2021-10-13,936528.39
ميناء الجبيل التجاري,توفير خدمات السلامة ومكافحة الحريق بميناء الجبيل التجاري والمناطق التابعة له,2022-04-11,28515000.0
أمانة منطقة القصيم,تأمين سلع وخدمات حاسب الي لبلدية محافظة عنيزة,2020-08-18,98961.1
أمانة منطقة حائل, صيانة الشوارع بمدينة حائل (نطاق بلدية جنوب المدينة),2021-08-24,2895900.0
وزاة التجارة,تثبيت أسعار تصنيع وتركيب اللوحات لمقرات الوزارة,2021-08-09,46094.0
جامعة الملك سعود,انشاء مركز اتصال موحد,2021-04-11,902544.3
أمانة منطقة حائل,صيانة الشوارع بمدينة حائل (نطاق بلدية شمال المدينة),2021-08-24,2995125.0
المؤسسة العامة للري,تأمين وتوريد رخص برامج مايكروسوفت للمؤسسة,2020-07-06,981132.14
هيئة الهلال الأحمر السعودي,استكمال مشروع توريد وتجديد رخص وبرامج مايكروسوفت,2020-08-24,4155961.95
أمانة محافظة الأحساء,مشروع نظافة مدينة العمران وجواثا والقرى التابعة لها بالأحساء,2021-08-29,87748430.0
وكالة الأنباء السعودية,توريد وتجديد الرخص والدعم الفني لانظمة حماية الأنترنت بوكالة الأنباء السعودية ,2021-04-15,1299941.37
جامعة تبوك,لمشروع تأمين ثلاث وجبات (إفطار – غداء – عشاء ) لطلاب المنح الخارجية بإسكان الجامعة ,2020-05-18,225.08
أمانة محافظة الأحساء,مشروع نظافة مدينة الجفر والقرى التابعة لها بالأحساء,2021-08-29,87748430.0
وزارة الرياضة,صيانة ونظافة وتشغيل مدينة الملك فهد بن عبدالعزيز الرياضية بالطائف,2021-08-02,16999942.11
جامعة جازان,تأمين حراسات امنية لمباني جامعة جازان,2022-05-11,42279239.52
أمانة محافظة جدة,إنشاء عبارات خرسانية بحي الأمير فواز,2021-09-13,17995775.0
وزارة النقل والخدمات اللوجستية-  الديوان العام,تأمين سيارات للوزارة,2020-11-23,22343580.0
هيئة حي السفارات,بوابة مخصصة للرسائل الإلكترونية (في حال عدم القدرة على شراء الكراسة في المنصة يرجى التواصل وإبلاغ الهيئة العامة لحي السفارات على procurements@dqga.gov.sa),2020-07-21,29610.0
هيئة الزكاة والدخل,تقييم النضج إدارة المشاريع في الهيئة العامة للزكاة والدخل وتمكينها من الحصول على شهادة P3M3,2020-07-07,147000.0
أمانة المنطقة الشرقية,توريد وتركيب أكشاك في حاضرة الدمام ,2021-07-28,621000.0
أمانة محافظة الأحساء,مشروع تأجير معدات لزوم تسوية وإزالة الرمال عن بلدية الغوار,2021-08-24,391230.0
أمانة محافظة الأحساء,مشروع صيانة الارصفة واللوحات المرورية بحاضرة الاحساء,2021-08-24,1852725.0
أمانة منطقة القصيم,مشروع الصيانة والنظافة المباشرة (تأمين عشب صناعي لبلدية محافظة عنيزة),2020-06-29,494802.0
مدينة الملك سعود الطبية,تطوير غرفة الألعاب للأطفال ببرج الأطفال والنساء والولادة بمدينة الملك سعود الطبية,2020-06-23,331695.0
مدينة الملك سعود الطبية,مشروع احلال محطة غاز الهواء الطبي بمستشفى الأطفال والولادة بمدنية الملك سعود الطبية,2020-06-30,746349.45
مدينة الملك سعود الطبية,مشروع تطوير الأعمال المدنية والأنظمة الميكانيكية والكهربائية بأقسام التنويم للنساء والأطفال,2020-06-30,1684599.0
مدينة الملك سعود الطبية,إعادة تأهيل وتطوير مطبخ الخدمات بالدور الأرضي بالبرج الطبي الأول,2020-10-05,1102540.0
مستشفى الملك فيصل التخصصي ومركز الابحاث-جدة,"تقديم خدمات الصيانة لأجهزة العمليات والتخدير والتروية الرئوية بمستشفى الملك فيصل التخصصي ومركز ‏الأبحاث ""مؤسسة عامة"" فرع جدة ‏",2020-08-16,626509.8
أمانة محافظة جدة,صيانة الواجهة البحرية (الكورنيش الأوسط وممشى فلسطين),2021-09-27,38888451.75
هيئة تقويم التعليم والتدريب,تهيئة مقر الاختبارات المحوسبة في محافظة حوطة بني تميم,2020-09-03,395430.0
جامعة الأميرة نورة بنت عبدالرحمن,تـوريد رخص المرجع الطبي Lexicomp ,2020-09-17,593250.0
الشئون الصحية بمنطقة مكة المكرمة,تطوير غرف العزل بمستشفي حراء العام  بمكة المكرمة لعام 1441هـ,2021-10-13,2814763.0
جامعة جازان,تأمين احتياجات معامل كلية الصيدلة لعام 1441هـ,2020-11-16,591206.95
جامعة الملك سعود,رخصة نظام اختبارات محوسب,2022-09-27,201810.0
أمانة محافظة الطائف,صيانة وري حديقة الملك عبدالله,2020-12-01,11057135.0
هيئة الهلال الأحمر السعودي,تأمين الرسائل النصية للخدمات الالكترونية لموقع الهيئة على الانترنت ,2020-07-06,1140976.98
وزارة النقل والخدمات اللوجستية-  الديوان العام,توريد وتركيب أثاث المبنى الجديد لوزارة النقل في الرياض,2021-01-31,18387221.2
هيئة الزكاة والدخل,تأمين خدمات الضيافة بالهيئة العامة للزكاة والدخل بكل من  (الإدارة العامة –فرع الرياض-الأمانة العامة للجان الضريبية بالرياض) ,2020-07-07,260557.5
أمانة منطقة تبوك,استئجار سيارات لبلدية الشبحة,2020-09-14,161847.0
وزارة الموارد البشرية و التنمية الاجتماعية,مشروع برنامج إدارة مفاتيح التشفير ,2021-10-05,892500.0
وزارة الاستثمار,تطوير وتفعيل وإدارة محتوى استثمر في السعودية,2022-05-17,1889046.88
